Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
47,Escápate Conmigo,Wisin,1298169,2017-06-26,global,1264722,46,no,1489288,44,no,1527728,44,no,1404088,49,no,1373430,50,no,1369298,50,no,1303915,50,no,no
49,Sign of the Times,Harry Styles,1279873,2017-06-26,global,1154115,48,no,1290940,50,no,1409123,49,no,1432232,47,no,1452748,46,no,1485529,45,no,1478875,44,no,no
50,Swish Swish,Katy Perry,1273972,2017-06-26,global,1129803,49,no,1302700,49,no,1455834,47,no,1444295,46,no,1428900,47,no,1455589,46,no,1428785,47,no,no
1,Despacito - Remix,Luis Fonsi,5976971,2017-06-27,global,5966378,1,yes,5726052,1,yes,6687684,1,yes,6970476,1,yes,6604782,1,yes,6531189,1,yes,6469308,1,yes,yes
2,Wild Thoughts,DJ Khaled,4531567,2017-06-27,global,4454929,2,yes,3928763,3,yes,4502170,3,yes,4837605,3,yes,4278993,3,yes,4248448,3,yes,4122732,4,yes,yes
3,I'm the One,DJ Khaled,4361161,2017-06-27,global,4383715,3,yes,4071490,2,yes,4629107,2,yes,4909171,2,yes,4435755,2,yes,4468361,2,yes,4448486,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,3892494,2017-06-27,global,3880233,4,yes,3435414,4,yes,3964830,4,yes,4307822,4,yes,4249318,4,yes,4239911,4,yes,4207291,3,yes,yes
5,Shape of You,Ed Sheeran,3481119,2017-06-27,global,3452529,5,yes,3235343,5,yes,3720844,5,yes,3898574,5,yes,3710694,5,yes,3663649,5,yes,3664382,5,yes,yes
6,Unforgettable,French Montana,3286685,2017-06-27,global,3231749,6,yes,2848472,6,yes,3208465,6,yes,3383107,6,yes,3341280,6,yes,3328505,6,yes,3328056,6,yes,yes
7,Thunder,Imagine Dragons,3046919,2017-06-27,global,3007403,7,yes,2507175,9,yes,3039866,7,yes,3222673,8,yes,2569574,15,no,2527571,15,no,2511236,15,no,yes
8,Attention,Charlie Puth,3013863,2017-06-27,global,2978084,8,yes,2661009,7,yes,3035440,8,yes,3247752,7,yes,3232299,7,yes,3228358,7,yes,3200234,7,yes,yes
9,Strip That Down,Liam Payne,2814631,2017-06-27,global,2818177,9,yes,2514714,8,yes,2873522,9,yes,3007115,9,yes,2957010,8,yes,2937457,9,yes,2914530,9,yes,yes
10,There's Nothing Holdin' Me Back,Shawn Mendes,2687608,2017-06-27,global,2640904,10,yes,2370180,12,no,2701544,11,no,2885459,13,no,2838835,10,yes,2808445,11,no,2719672,11,no,yes
11,HUMBLE.,Kendrick Lamar,2625322,2017-06-27,global,2587689,11,no,2400391,11,no,2687515,13,no,2896306,11,no,2919996,9,yes,3059231,8,yes,3115606,8,yes,no
12,Mama,Jonas Blue,2574557,2017-06-27,global,2574272,12,no,2265856,14,no,2617396,14,no,2754818,14,no,2704712,12,no,2672084,12,no,2646333,13,no,no
13,XO TOUR Llif3,Lil Uzi Vert,2556151,2017-06-27,global,2540180,13,no,2324146,13,no,2520063,15,no,2672747,15,no,2667181,13,no,2646364,13,no,2653464,12,no,no
14,Despacito (Featuring Daddy Yankee),Luis Fonsi,2444047,2017-06-27,global,2457611,14,no,2439578,10,yes,2833917,10,yes,2889683,12,no,2660789,14,no,2609492,14,no,2574623,14,no,no
16,Believer,Imagine Dragons,2384328,2017-06-27,global,2424870,15,no,1968906,18,no,2451709,16,no,2575461,17,no,1772587,35,no,1738822,36,no,1716818,36,no,no
17,Something Just Like This,The Chainsmokers,2380457,2017-06-27,global,2361923,16,no,2124728,16,no,2405998,17,no,2613153,16,no,2516315,16,no,2498172,16,no,2475220,16,no,no
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2356684,2017-06-27,global,2350746,17,no,2234910,15,no,2691380,12,no,2923503,10,yes,2823882,11,no,2811387,10,yes,2798771,10,yes,no
19,There for You,Martin Garrix,2291995,2017-06-27,global,2267764,19,no,1994944,17,no,2271753,18,no,2450265,18,no,2439944,17,no,2438266,17,no,2432709,17,no,no
20,Stay (with Alessia Cara),Zedd,2191649,2017-06-27,global,2164241,20,no,1951154,19,no,2215306,19,no,2407469,19,no,2374252,18,no,2409221,18,no,2408489,18,no,no
21,Feels,Calvin Harris,2063015,2017-06-27,global,1928995,25,no,1653225,30,no,1927492,29,no,2159250,23,no,2179120,20,no,2166060,20,no,2120081,20,no,no
22,Congratulations,Post Malone,2056672,2017-06-27,global,2030923,21,no,1853363,21,no,2009615,24,no,2138468,26,no,2101404,24,no,2082528,27,no,2096238,25,no,no
23,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1984743,2017-06-27,global,1935425,23,no,1757788,26,no,2036520,23,no,2157292,24,no,2117015,21,no,2123343,23,no,2098832,23,no,no
24,That's What I Like,Bruno Mars,1976454,2017-06-27,global,1946533,22,no,1822988,22,no,2083690,21,no,2170806,22,no,2104033,23,no,2122149,24,no,2095070,26,no,no
25,Bad Liar,Selena Gomez,1965303,2017-06-27,global,1914164,26,no,1701706,28,no,1927739,28,no,2105109,28,no,2107533,22,no,2129749,21,no,2098485,24,no,no
26,Symphony (feat. Zara Larsson),Clean Bandit,1935013,2017-06-27,global,1933568,24,no,1784868,24,no,2071941,22,no,2342508,20,no,2343196,19,no,2351902,19,no,2322760,19,no,no
27,Felices los 4,Maluma,1907003,2017-06-27,global,1894167,27,no,1884185,20,no,2199757,20,no,2219284,21,no,2034838,28,no,1993594,28,no,2018993,28,no,no
28,Mask Off,Future,1905564,2017-06-27,global,1891739,28,no,1769039,25,no,1988167,25,no,2108208,27,no,2072368,27,no,2092515,26,no,2118723,21,no,no
29,More Than You Know,Axwell /\ Ingrosso,1884130,2017-06-27,global,1831163,31,no,1533471,32,no,1740273,32,no,1989783,31,no,1867528,29,no,1832791,32,no,1769063,33,no,no
30,Malibu,Miley Cyrus,1864684,2017-06-27,global,1842785,30,no,1639331,31,no,1871830,30,no,2065313,29,no,2091586,25,no,2125185,22,no,2115540,22,no,no
31,It Ain't Me (with Selena Gomez),Kygo,1819821,2017-06-27,global,1845821,29,no,1710827,27,no,1981328,26,no,2146069,25,no,2091469,26,no,2092591,25,no,2087848,27,no,no
32,Me Rehúso,Danny Ocean,1779663,2017-06-27,global,1758553,32,no,1695514,29,no,1970297,27,no,2008517,30,no,1804632,33,no,1798020,34,no,1786098,32,no,no
33,Know No Better (feat. Quavo),Major Lazer,1747558,2017-06-27,global,1708383,34,no,1491392,34,no,1709643,33,no,1870289,32,no,1857099,30,no,1840282,31,no,1810372,31,no,no
34,Slow Hands,Niall Horan,1705184,2017-06-27,global,1713804,33,no,1523122,33,no,1696641,34,no,1795046,34,no,1828842,32,no,1844859,30,no,1828840,30,no,no
35,Crying in the Club,Camila Cabello,1693169,2017-06-27,global,1649024,35,no,1456866,37,no,1653291,36,no,1716665,38,no,1717864,38,no,1711159,38,no,1690851,38,no,no
36,Your Song,Rita Ora,1663031,2017-06-27,global,1617849,37,no,1392346,39,no,1623884,39,no,1738250,37,no,1769063,36,no,1760098,35,no,1722362,35,no,no
37,Redbone,Childish Gambino,1653331,2017-06-27,global,1629387,36,no,1484847,36,no,1625673,38,no,1708098,39,no,1707222,39,no,1714461,37,no,1671545,39,no,no
38,No Promises (feat. Demi Lovato),Cheat Codes,1594755,2017-06-27,global,1547319,39,no,1357284,41,no,1556832,41,no,1749755,36,no,1838699,31,no,1935750,29,no,1918207,29,no,no
39,First Time,Kygo,1579292,2017-06-27,global,1573611,38,no,1392222,40,no,1629048,37,no,1770951,35,no,1789520,34,no,1808147,33,no,1757537,34,no,no
40,SUBEME LA RADIO,Enrique Iglesias,1562095,2017-06-27,global,1547151,40,no,1487891,35,no,1763358,31,no,1865138,33,no,1732565,37,no,1694583,39,no,1691722,37,no,no
41,Slide,Calvin Harris,1522227,2017-06-27,global,1519457,41,no,1393045,38,no,1577259,40,no,1666284,40,no,1616133,40,no,1634673,40,no,1643483,40,no,no
42,Now Or Never,Halsey,1490868,2017-06-27,global,1478886,42,no,1306871,44,no,1457395,45,no,1596755,41,no,1598326,41,no,1609069,41,no,1572088,41,no,no
43,Galway Girl,Ed Sheeran,1479518,2017-06-27,global,1476446,43,no,1332968,43,no,1491926,43,no,1591238,42,no,1537856,42,no,1532956,42,no,1549511,42,no,no
44,Location,Khalid,1449234,2017-06-27,global,1426729,44,no,1274576,45,no,1380698,47,no,1475374,45,no,1466600,45,no,1458396,45,no,1452328,47,no,no
45,Passionfruit,Drake,1426151,2017-06-27,global,1417739,45,no,1336414,42,no,1503785,42,no,1552303,43,no,1507968,44,no,1513127,44,no,1512873,44,no,no
46,1-800-273-8255,Logic,1407280,2017-06-27,global,1398569,46,no,1237641,47,no,1355291,48,no,1463659,46,no,1509580,43,no,1519429,43,no,1543979,43,no,no
47,Escápate Conmigo,Wisin,1346329,2017-06-27,global,1298169,47,no,1264722,46,no,1489288,44,no,1527728,44,no,1404088,49,no,1373430,50,no,1369298,50,no,no
49,Sign of the Times,Harry Styles,1292248,2017-06-27,global,1279873,49,no,1154115,48,no,1290940,50,no,1409123,49,no,1432232,47,no,1452748,46,no,1485529,45,no,no
50,Swish Swish,Katy Perry,1286659,2017-06-27,global,1273972,50,no,1129803,49,no,1302700,49,no,1455834,47,no,1444295,46,no,1428900,47,no,1455589,46,no,no
1,Despacito - Remix,Luis Fonsi,5962451,2017-06-28,global,5976971,1,yes,5966378,1,yes,5726052,1,yes,6687684,1,yes,6970476,1,yes,6604782,1,yes,6531189,1,yes,yes
2,Wild Thoughts,DJ Khaled,4529198,2017-06-28,global,4531567,2,yes,4454929,2,yes,3928763,3,yes,4502170,3,yes,4837605,3,yes,4278993,3,yes,4248448,3,yes,yes
3,I'm the One,DJ Khaled,4291254,2017-06-28,global,4361161,3,yes,4383715,3,yes,4071490,2,yes,4629107,2,yes,4909171,2,yes,4435755,2,yes,4468361,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,3877615,2017-06-28,global,3892494,4,yes,3880233,4,yes,3435414,4,yes,3964830,4,yes,4307822,4,yes,4249318,4,yes,4239911,4,yes,yes
5,Shape of You,Ed Sheeran,3477534,2017-06-28,global,3481119,5,yes,3452529,5,yes,3235343,5,yes,3720844,5,yes,3898574,5,yes,3710694,5,yes,3663649,5,yes,yes
6,Unforgettable,French Montana,3303288,2017-06-28,global,3286685,6,yes,3231749,6,yes,2848472,6,yes,3208465,6,yes,3383107,6,yes,3341280,6,yes,3328505,6,yes,yes
7,Attention,Charlie Puth,3032415,2017-06-28,global,3013863,8,yes,2978084,8,yes,2661009,7,yes,3035440,8,yes,3247752,7,yes,3232299,7,yes,3228358,7,yes,yes
8,Thunder,Imagine Dragons,3017856,2017-06-28,global,3046919,7,yes,3007403,7,yes,2507175,9,yes,3039866,7,yes,3222673,8,yes,2569574,15,no,2527571,15,no,yes
9,Strip That Down,Liam Payne,2804437,2017-06-28,global,2814631,9,yes,2818177,9,yes,2514714,8,yes,2873522,9,yes,3007115,9,yes,2957010,8,yes,2937457,9,yes,yes
10,There's Nothing Holdin' Me Back,Shawn Mendes,2717050,2017-06-28,global,2687608,10,yes,2640904,10,yes,2370180,12,no,2701544,11,no,2885459,13,no,2838835,10,yes,2808445,11,no,yes
11,HUMBLE.,Kendrick Lamar,2618019,2017-06-28,global,2625322,11,no,2587689,11,no,2400391,11,no,2687515,13,no,2896306,11,no,2919996,9,yes,3059231,8,yes,no
12,Mama,Jonas Blue,2600880,2017-06-28,global,2574557,12,no,2574272,12,no,2265856,14,no,2617396,14,no,2754818,14,no,2704712,12,no,2672084,12,no,no
13,XO TOUR Llif3,Lil Uzi Vert,2539102,2017-06-28,global,2556151,13,no,2540180,13,no,2324146,13,no,2520063,15,no,2672747,15,no,2667181,13,no,2646364,13,no,no
15,Despacito (Featuring Daddy Yankee),Luis Fonsi,2421964,2017-06-28,global,2444047,14,no,2457611,14,no,2439578,10,yes,2833917,10,yes,2889683,12,no,2660789,14,no,2609492,14,no,no
16,Believer,Imagine Dragons,2396403,2017-06-28,global,2384328,16,no,2424870,15,no,1968906,18,no,2451709,16,no,2575461,17,no,1772587,35,no,1738822,36,no,no
17,Something Just Like This,The Chainsmokers,2369030,2017-06-28,global,2380457,17,no,2361923,16,no,2124728,16,no,2405998,17,no,2613153,16,no,2516315,16,no,2498172,16,no,no
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2333212,2017-06-28,global,2356684,18,no,2350746,17,no,2234910,15,no,2691380,12,no,2923503,10,yes,2823882,11,no,2811387,10,yes,no
19,There for You,Martin Garrix,2282204,2017-06-28,global,2291995,19,no,2267764,19,no,1994944,17,no,2271753,18,no,2450265,18,no,2439944,17,no,2438266,17,no,no
20,Stay (with Alessia Cara),Zedd,2191005,2017-06-28,global,2191649,20,no,2164241,20,no,1951154,19,no,2215306,19,no,2407469,19,no,2374252,18,no,2409221,18,no,no
21,Feels,Calvin Harris,2150451,2017-06-28,global,2063015,21,no,1928995,25,no,1653225,30,no,1927492,29,no,2159250,23,no,2179120,20,no,2166060,20,no,no
22,Congratulations,Post Malone,2041633,2017-06-28,global,2056672,22,no,2030923,21,no,1853363,21,no,2009615,24,no,2138468,26,no,2101404,24,no,2082528,27,no,no
23,That's What I Like,Bruno Mars,1990400,2017-06-28,global,1976454,24,no,1946533,22,no,1822988,22,no,2083690,21,no,2170806,22,no,2104033,23,no,2122149,24,no,no
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1968021,2017-06-28,global,1984743,23,no,1935425,23,no,1757788,26,no,2036520,23,no,2157292,24,no,2117015,21,no,2123343,23,no,no
25,Bad Liar,Selena Gomez,1963446,2017-06-28,global,1965303,25,no,1914164,26,no,1701706,28,no,1927739,28,no,2105109,28,no,2107533,22,no,2129749,21,no,no
26,Symphony (feat. Zara Larsson),Clean Bandit,1938729,2017-06-28,global,1935013,26,no,1933568,24,no,1784868,24,no,2071941,22,no,2342508,20,no,2343196,19,no,2351902,19,no,no
27,More Than You Know,Axwell /\ Ingrosso,1911900,2017-06-28,global,1884130,29,no,1831163,31,no,1533471,32,no,1740273,32,no,1989783,31,no,1867528,29,no,1832791,32,no,no
28,Mask Off,Future,1896696,2017-06-28,global,1905564,28,no,1891739,28,no,1769039,25,no,1988167,25,no,2108208,27,no,2072368,27,no,2092515,26,no,no
29,Felices los 4,Maluma,1889225,2017-06-28,global,1907003,27,no,1894167,27,no,1884185,20,no,2199757,20,no,2219284,21,no,2034838,28,no,1993594,28,no,no
30,Malibu,Miley Cyrus,1853446,2017-06-28,global,1864684,30,no,1842785,30,no,1639331,31,no,1871830,30,no,2065313,29,no,2091586,25,no,2125185,22,no,no
31,It Ain't Me (with Selena Gomez),Kygo,1814409,2017-06-28,global,1819821,31,no,1845821,29,no,1710827,27,no,1981328,26,no,2146069,25,no,2091469,26,no,2092591,25,no,no
32,Me Rehúso,Danny Ocean,1757277,2017-06-28,global,1779663,32,no,1758553,32,no,1695514,29,no,1970297,27,no,2008517,30,no,1804632,33,no,1798020,34,no,no
33,Know No Better (feat. Quavo),Major Lazer,1746892,2017-06-28,global,1747558,33,no,1708383,34,no,1491392,34,no,1709643,33,no,1870289,32,no,1857099,30,no,1840282,31,no,no
34,Slow Hands,Niall Horan,1716892,2017-06-28,global,1705184,34,no,1713804,33,no,1523122,33,no,1696641,34,no,1795046,34,no,1828842,32,no,1844859,30,no,no
35,Crying in the Club,Camila Cabello,1693832,2017-06-28,global,1693169,35,no,1649024,35,no,1456866,37,no,1653291,36,no,1716665,38,no,1717864,38,no,1711159,38,no,no
36,Your Song,Rita Ora,1683565,2017-06-28,global,1663031,36,no,1617849,37,no,1392346,39,no,1623884,39,no,1738250,37,no,1769063,36,no,1760098,35,no,no
37,Redbone,Childish Gambino,1650947,2017-06-28,global,1653331,37,no,1629387,36,no,1484847,36,no,1625673,38,no,1708098,39,no,1707222,39,no,1714461,37,no,no
38,First Time,Kygo,1605250,2017-06-28,global,1579292,39,no,1573611,38,no,1392222,40,no,1629048,37,no,1770951,35,no,1789520,34,no,1808147,33,no,no
39,No Promises (feat. Demi Lovato),Cheat Codes,1604463,2017-06-28,global,1594755,38,no,1547319,39,no,1357284,41,no,1556832,41,no,1749755,36,no,1838699,31,no,1935750,29,no,no
40,SUBEME LA RADIO,Enrique Iglesias,1555449,2017-06-28,global,1562095,40,no,1547151,40,no,1487891,35,no,1763358,31,no,1865138,33,no,1732565,37,no,1694583,39,no,no
41,Slide,Calvin Harris,1515346,2017-06-28,global,1522227,41,no,1519457,41,no,1393045,38,no,1577259,40,no,1666284,40,no,1616133,40,no,1634673,40,no,no
42,Now Or Never,Halsey,1497864,2017-06-28,global,1490868,42,no,1478886,42,no,1306871,44,no,1457395,45,no,1596755,41,no,1598326,41,no,1609069,41,no,no
43,Galway Girl,Ed Sheeran,1493023,2017-06-28,global,1479518,43,no,1476446,43,no,1332968,43,no,1491926,43,no,1591238,42,no,1537856,42,no,1532956,42,no,no
44,Location,Khalid,1437894,2017-06-28,global,1449234,44,no,1426729,44,no,1274576,45,no,1380698,47,no,1475374,45,no,1466600,45,no,1458396,45,no,no
45,Passionfruit,Drake,1416694,2017-06-28,global,1426151,45,no,1417739,45,no,1336414,42,no,1503785,42,no,1552303,43,no,1507968,44,no,1513127,44,no,no
46,1-800-273-8255,Logic,1399812,2017-06-28,global,1407280,46,no,1398569,46,no,1237641,47,no,1355291,48,no,1463659,46,no,1509580,43,no,1519429,43,no,no
48,Escápate Conmigo,Wisin,1335478,2017-06-28,global,1346329,47,no,1298169,47,no,1264722,46,no,1489288,44,no,1527728,44,no,1404088,49,no,1373430,50,no,no
49,Swish Swish,Katy Perry,1300489,2017-06-28,global,1286659,50,no,1273972,50,no,1129803,49,no,1302700,49,no,1455834,47,no,1444295,46,no,1428900,47,no,no
50,Sign of the Times,Harry Styles,1280351,2017-06-28,global,1292248,49,no,1279873,49,no,1154115,48,no,1290940,50,no,1409123,49,no,1432232,47,no,1452748,46,no,no
1,Despacito - Remix,Luis Fonsi,5945441,2017-06-29,global,5962451,1,yes,5976971,1,yes,5966378,1,yes,5726052,1,yes,6687684,1,yes,6970476,1,yes,6604782,1,yes,yes
2,Wild Thoughts,DJ Khaled,4496288,2017-06-29,global,4529198,2,yes,4531567,2,yes,4454929,2,yes,3928763,3,yes,4502170,3,yes,4837605,3,yes,4278993,3,yes,yes
3,I'm the One,DJ Khaled,4291359,2017-06-29,global,4291254,3,yes,4361161,3,yes,4383715,3,yes,4071490,2,yes,4629107,2,yes,4909171,2,yes,4435755,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,3849460,2017-06-29,global,3877615,4,yes,3892494,4,yes,3880233,4,yes,3435414,4,yes,3964830,4,yes,4307822,4,yes,4249318,4,yes,yes
5,Shape of You,Ed Sheeran,3492692,2017-06-29,global,3477534,5,yes,3481119,5,yes,3452529,5,yes,3235343,5,yes,3720844,5,yes,3898574,5,yes,3710694,5,yes,yes
6,Unforgettable,French Montana,3337397,2017-06-29,global,3303288,6,yes,3286685,6,yes,3231749,6,yes,2848472,6,yes,3208465,6,yes,3383107,6,yes,3341280,6,yes,yes
7,Attention,Charlie Puth,3043802,2017-06-29,global,3032415,7,yes,3013863,8,yes,2978084,8,yes,2661009,7,yes,3035440,8,yes,3247752,7,yes,3232299,7,yes,yes
8,Thunder,Imagine Dragons,3013524,2017-06-29,global,3017856,8,yes,3046919,7,yes,3007403,7,yes,2507175,9,yes,3039866,7,yes,3222673,8,yes,2569574,15,no,yes
9,Strip That Down,Liam Payne,2822102,2017-06-29,global,2804437,9,yes,2814631,9,yes,2818177,9,yes,2514714,8,yes,2873522,9,yes,3007115,9,yes,2957010,8,yes,yes
10,There's Nothing Holdin' Me Back,Shawn Mendes,2725277,2017-06-29,global,2717050,10,yes,2687608,10,yes,2640904,10,yes,2370180,12,no,2701544,11,no,2885459,13,no,2838835,10,yes,yes
11,HUMBLE.,Kendrick Lamar,2634510,2017-06-29,global,2618019,11,no,2625322,11,no,2587689,11,no,2400391,11,no,2687515,13,no,2896306,11,no,2919996,9,yes,no
12,Mama,Jonas Blue,2614677,2017-06-29,global,2600880,12,no,2574557,12,no,2574272,12,no,2265856,14,no,2617396,14,no,2754818,14,no,2704712,12,no,no
13,XO TOUR Llif3,Lil Uzi Vert,2568286,2017-06-29,global,2539102,13,no,2556151,13,no,2540180,13,no,2324146,13,no,2520063,15,no,2672747,15,no,2667181,13,no,no
15,Despacito (Featuring Daddy Yankee),Luis Fonsi,2430217,2017-06-29,global,2421964,15,no,2444047,14,no,2457611,14,no,2439578,10,yes,2833917,10,yes,2889683,12,no,2660789,14,no,no
16,Believer,Imagine Dragons,2403624,2017-06-29,global,2396403,16,no,2384328,16,no,2424870,15,no,1968906,18,no,2451709,16,no,2575461,17,no,1772587,35,no,no
17,Something Just Like This,The Chainsmokers,2370874,2017-06-29,global,2369030,17,no,2380457,17,no,2361923,16,no,2124728,16,no,2405998,17,no,2613153,16,no,2516315,16,no,no
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2347562,2017-06-29,global,2333212,18,no,2356684,18,no,2350746,17,no,2234910,15,no,2691380,12,no,2923503,10,yes,2823882,11,no,no
19,There for You,Martin Garrix,2306795,2017-06-29,global,2282204,19,no,2291995,19,no,2267764,19,no,1994944,17,no,2271753,18,no,2450265,18,no,2439944,17,no,no
20,Feels,Calvin Harris,2193324,2017-06-29,global,2150451,21,no,2063015,21,no,1928995,25,no,1653225,30,no,1927492,29,no,2159250,23,no,2179120,20,no,no
21,Stay (with Alessia Cara),Zedd,2168175,2017-06-29,global,2191005,20,no,2191649,20,no,2164241,20,no,1951154,19,no,2215306,19,no,2407469,19,no,2374252,18,no,no
22,Congratulations,Post Malone,2073290,2017-06-29,global,2041633,22,no,2056672,22,no,2030923,21,no,1853363,21,no,2009615,24,no,2138468,26,no,2101404,24,no,no
23,That's What I Like,Bruno Mars,1995253,2017-06-29,global,1990400,23,no,1976454,24,no,1946533,22,no,1822988,22,no,2083690,21,no,2170806,22,no,2104033,23,no,no
24,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1972761,2017-06-29,global,1968021,24,no,1984743,23,no,1935425,23,no,1757788,26,no,2036520,23,no,2157292,24,no,2117015,21,no,no
25,Bad Liar,Selena Gomez,1949453,2017-06-29,global,1963446,25,no,1965303,25,no,1914164,26,no,1701706,28,no,1927739,28,no,2105109,28,no,2107533,22,no,no
26,Symphony (feat. Zara Larsson),Clean Bandit,1944004,2017-06-29,global,1938729,26,no,1935013,26,no,1933568,24,no,1784868,24,no,2071941,22,no,2342508,20,no,2343196,19,no,no
27,Felices los 4,Maluma,1935793,2017-06-29,global,1889225,29,no,1907003,27,no,1894167,27,no,1884185,20,no,2199757,20,no,2219284,21,no,2034838,28,no,no
28,More Than You Know,Axwell /\ Ingrosso,1929129,2017-06-29,global,1911900,27,no,1884130,29,no,1831163,31,no,1533471,32,no,1740273,32,no,1989783,31,no,1867528,29,no,no
29,Mask Off,Future,1909127,2017-06-29,global,1896696,28,no,1905564,28,no,1891739,28,no,1769039,25,no,1988167,25,no,2108208,27,no,2072368,27,no,no
30,Malibu,Miley Cyrus,1847531,2017-06-29,global,1853446,30,no,1864684,30,no,1842785,30,no,1639331,31,no,1871830,30,no,2065313,29,no,2091586,25,no,no
31,It Ain't Me (with Selena Gomez),Kygo,1808428,2017-06-29,global,1814409,31,no,1819821,31,no,1845821,29,no,1710827,27,no,1981328,26,no,2146069,25,no,2091469,26,no,no
32,Me Rehúso,Danny Ocean,1802031,2017-06-29,global,1757277,32,no,1779663,32,no,1758553,32,no,1695514,29,no,1970297,27,no,2008517,30,no,1804632,33,no,no
33,Know No Better (feat. Quavo),Major Lazer,1758835,2017-06-29,global,1746892,33,no,1747558,33,no,1708383,34,no,1491392,34,no,1709643,33,no,1870289,32,no,1857099,30,no,no
34,Slow Hands,Niall Horan,1724854,2017-06-29,global,1716892,34,no,1705184,34,no,1713804,33,no,1523122,33,no,1696641,34,no,1795046,34,no,1828842,32,no,no
35,Crying in the Club,Camila Cabello,1724097,2017-06-29,global,1693832,35,no,1693169,35,no,1649024,35,no,1456866,37,no,1653291,36,no,1716665,38,no,1717864,38,no,no
36,Your Song,Rita Ora,1708506,2017-06-29,global,1683565,36,no,1663031,36,no,1617849,37,no,1392346,39,no,1623884,39,no,1738250,37,no,1769063,36,no,no
37,Redbone,Childish Gambino,1666630,2017-06-29,global,1650947,37,no,1653331,37,no,1629387,36,no,1484847,36,no,1625673,38,no,1708098,39,no,1707222,39,no,no
38,No Promises (feat. Demi Lovato),Cheat Codes,1587316,2017-06-29,global,1604463,39,no,1594755,38,no,1547319,39,no,1357284,41,no,1556832,41,no,1749755,36,no,1838699,31,no,no
39,First Time,Kygo,1584939,2017-06-29,global,1605250,38,no,1579292,39,no,1573611,38,no,1392222,40,no,1629048,37,no,1770951,35,no,1789520,34,no,no
40,SUBEME LA RADIO,Enrique Iglesias,1568415,2017-06-29,global,1555449,40,no,1562095,40,no,1547151,40,no,1487891,35,no,1763358,31,no,1865138,33,no,1732565,37,no,no
41,Slide,Calvin Harris,1545426,2017-06-29,global,1515346,41,no,1522227,41,no,1519457,41,no,1393045,38,no,1577259,40,no,1666284,40,no,1616133,40,no,no
42,Galway Girl,Ed Sheeran,1523931,2017-06-29,global,1493023,43,no,1479518,43,no,1476446,43,no,1332968,43,no,1491926,43,no,1591238,42,no,1537856,42,no,no
43,Now Or Never,Halsey,1482269,2017-06-29,global,1497864,42,no,1490868,42,no,1478886,42,no,1306871,44,no,1457395,45,no,1596755,41,no,1598326,41,no,no
44,Location,Khalid,1459855,2017-06-29,global,1437894,44,no,1449234,44,no,1426729,44,no,1274576,45,no,1380698,47,no,1475374,45,no,1466600,45,no,no
45,Passionfruit,Drake,1423067,2017-06-29,global,1416694,45,no,1426151,45,no,1417739,45,no,1336414,42,no,1503785,42,no,1552303,43,no,1507968,44,no,no
46,1-800-273-8255,Logic,1405697,2017-06-29,global,1399812,46,no,1407280,46,no,1398569,46,no,1237641,47,no,1355291,48,no,1463659,46,no,1509580,43,no,no
47,Escápate Conmigo,Wisin,1367931,2017-06-29,global,1335478,48,no,1346329,47,no,1298169,47,no,1264722,46,no,1489288,44,no,1527728,44,no,1404088,49,no,no
49,Sign of the Times,Harry Styles,1288476,2017-06-29,global,1280351,50,no,1292248,49,no,1279873,49,no,1154115,48,no,1290940,50,no,1409123,49,no,1432232,47,no,no
50,Swish Swish,Katy Perry,1276568,2017-06-29,global,1300489,49,no,1286659,50,no,1273972,50,no,1129803,49,no,1302700,49,no,1455834,47,no,1444295,46,no,no
1,Despacito - Remix,Luis Fonsi,6393345,2017-06-30,global,5945441,1,yes,5962451,1,yes,5976971,1,yes,5966378,1,yes,5726052,1,yes,6687684,1,yes,6970476,1,yes,yes
2,Wild Thoughts,DJ Khaled,4689878,2017-06-30,global,4496288,2,yes,4529198,2,yes,4531567,2,yes,4454929,2,yes,3928763,3,yes,4502170,3,yes,4837605,3,yes,yes
3,I'm the One,DJ Khaled,4470728,2017-06-30,global,4291359,3,yes,4291254,3,yes,4361161,3,yes,4383715,3,yes,4071490,2,yes,4629107,2,yes,4909171,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,4022590,2017-06-30,global,3849460,4,yes,3877615,4,yes,3892494,4,yes,3880233,4,yes,3435414,4,yes,3964830,4,yes,4307822,4,yes,yes
5,Shape of You,Ed Sheeran,3712311,2017-06-30,global,3492692,5,yes,3477534,5,yes,3481119,5,yes,3452529,5,yes,3235343,5,yes,3720844,5,yes,3898574,5,yes,yes
